customer_id,company_name,segment,region,country,join_date,contract_type,payment_method,paperless_billing,tenure_months,monthly_charges,total_charges,support_tickets,satisfaction_score,churn
CUST-0404,Olga Enterprises,SMB,EMEA,Germany,2024-02-13,Month-to-Month,Credit Card,1,31,382.07,12076.47,0,3,0
CUST-0405,Xavier Technologies,Mid-Market,LATAM,Mexico,2024-04-05,Two-Year,Bank Wire,1,29,1343.34,37059.53,1,3,0
CUST-0406,Ingrid Ventures,SMB,EMEA,Netherlands,2025-03-06,One-Year,Credit Card,1,18,396.85,7176.6,4,3,0
CUST-0407,Umar Ventures,Mid-Market,APAC,Singapore,2026-02-14,Two-Year,Bank Wire,0,7,1331.99,9543.12,1,3,0
CUST-0408,Dmitri Media,SMB,North America,Canada,2024-10-23,Month-to-Month,Automated ACH,1,23,277.42,6359.18,3,4,1
CUST-0409,Evelyn Technologies,SMB,North America,Canada,2025-05-31,Two-Year,Credit Card,1,15,324.2,4858.4,0,3,0
CUST-0410,Tara Dynamics,Mid-Market,North America,Canada,2024-09-22,One-Year,Automated ACH,1,24,923.09,22249.6,1,3,0
CUST-0411,Mei Enterprises,SMB,North America,United States,2023-09-23,Month-to-Month,Bank Wire,1,36,390.79,14111.35,4,5,1
CUST-0412,Siddharth Technologies,Mid-Market,North America,Canada,2024-11-06,One-Year,Credit Card,0,22,1356.58,30389.58,1,4,0
CUST-0413,Kavita Media,Mid-Market,LATAM,Brazil,2024-10-10,One-Year,Bank Wire,1,23,867.89,20501.42,5,5,0
CUST-0414,Rania Dynamics,Mid-Market,North America,United States,2023-11-12,Month-to-Month,Credit Card,0,34,1391.59,45740.37,1,4,1
CUST-0415,Zara Dynamics,Mid-Market,EMEA,United Kingdom,2025-09-02,One-Year,Automated ACH,1,12,1007.25,11608.27,1,3,1
CUST-0416,Siddharth Media,SMB,EMEA,United Kingdom,2024-08-24,Month-to-Month,Credit Card,1,25,357.04,8545.08,3,5,0
CUST-0417,Feng Health,Startup,EMEA,Germany,2025-05-12,Month-to-Month,Credit Card,1,16,288.93,4399.54,2,4,1
CUST-0418,William Enterprises,SMB,EMEA,United Kingdom,2024-03-13,Month-to-Month,Automated ACH,1,30,359.49,10787.76,4,3,1
CUST-0419,Julian Health,SMB,EMEA,France,2023-10-19,Month-to-Month,Automated ACH,1,35,382.28,12919.97,1,2,0
CUST-0420,Hassan Logistics,Startup,APAC,Australia,2026-04-16,Month-to-Month,Automated ACH,0,5,262.15,1358.87,2,5,1
CUST-0421,Vivienne Capital,SMB,LATAM,Brazil,2024-11-09,Month-to-Month,Bank Wire,1,22,494.02,10753.32,4,4,1
CUST-0422,Siddharth Enterprises,Mid-Market,North America,Canada,2025-02-04,Two-Year,Bank Wire,1,19,1118.49,21499.71,1,4,0
CUST-0423,Ingrid Ventures,Startup,North America,United States,2025-08-06,Month-to-Month,Credit Card,1,13,269.05,3346.33,0,5,1
CUST-0424,Dmitri Ventures,Startup,EMEA,Netherlands,2026-04-09,Month-to-Month,Credit Card,1,5,276.2,1397.51,4,3,1
CUST-0425,Gabriella Capital,SMB,EMEA,France,2025-02-15,One-Year,Bank Wire,1,19,326.84,6401.04,2,4,0
CUST-0426,Nathan Logistics,SMB,North America,United States,2024-06-07,One-Year,Credit Card,0,27,485.1,12618.72,2,3,1
CUST-0427,Yuki Capital,Mid-Market,APAC,South Korea,2025-06-30,Month-to-Month,Credit Card,1,14,1344.3,19020.88,1,4,0
CUST-0428,Ingrid Logistics,Mid-Market,APAC,Singapore,2025-05-05,Month-to-Month,Bank Wire,1,16,1328.47,21270.78,2,4,1
CUST-0429,Alexander Systems,Startup,EMEA,Germany,2024-06-12,Month-to-Month,Automated ACH,1,27,149.0,4084.92,1,3,0
CUST-0430,Evelyn Capital,Enterprise,North America,Canada,2023-09-17,One-Year,Bank Wire,1,36,2397.64,87719.2,1,4,0
CUST-0431,Umar Logistics,Mid-Market,APAC,Singapore,2024-10-22,One-Year,Credit Card,0,23,1241.49,27544.02,4,2,1
CUST-0432,Yuki Solutions,Mid-Market,LATAM,Brazil,2025-04-10,Month-to-Month,Bank Wire,1,17,944.82,16332.72,2,3,1
CUST-0433,Rania Capital,Startup,North America,Canada,2025-05-24,Two-Year,Bank Wire,1,16,245.8,3941.21,2,3,0
CUST-0434,Ingrid Health,Mid-Market,EMEA,Germany,2023-09-21,Month-to-Month,Credit Card,0,36,1103.64,39797.24,4,3,0
CUST-0435,Mei Ventures,SMB,EMEA,France,2023-09-22,One-Year,Credit Card,1,36,390.62,14064.9,2,5,0
CUST-0436,Evelyn Solutions,Mid-Market,North America,United States,2023-09-25,Month-to-Month,Bank Wire,1,36,1127.79,41482.7,2,4,0
CUST-0437,Dmitri Ventures,SMB,North America,Canada,2023-09-18,One-Year,Credit Card,1,36,302.74,11059.13,0,5,0
CUST-0438,Nathan Technologies,SMB,North America,United States,2025-01-20,Month-to-Month,Credit Card,0,20,483.99,9337.97,4,3,0
CUST-0439,Feng Health,Startup,LATAM,Chile,2023-11-13,Two-Year,Credit Card,0,34,324.23,11275.13,1,5,0
CUST-0440,Julian Enterprises,Startup,North America,Canada,2024-06-24,Month-to-Month,Credit Card,1,27,198.17,5394.81,2,3,1
CUST-0441,Zara Logistics,Enterprise,EMEA,France,2025-04-04,Month-to-Month,Credit Card,1,17,1867.17,30884.27,0,4,0
CUST-0442,Mei Logistics,Mid-Market,North America,United States,2025-12-05,One-Year,Automated ACH,1,9,1168.18,10174.47,0,3,0
CUST-0443,Umar Systems,Enterprise,North America,United States,2025-06-03,Month-to-Month,Credit Card,0,15,1964.81,30642.1,0,4,0
CUST-0444,Zara Media,Startup,EMEA,France,2025-05-03,One-Year,Bank Wire,1,16,246.33,4055.4,0,3,1
CUST-0445,Mei Capital,Mid-Market,EMEA,United Kingdom,2023-09-25,Month-to-Month,Bank Wire,0,36,1168.19,41143.37,2,4,1
CUST-0446,Siddharth Media,SMB,North America,United States,2025-03-01,Month-to-Month,Credit Card,1,18,513.19,9121.98,0,5,0
CUST-0447,Gabriella Capital,Enterprise,North America,United States,2025-03-06,One-Year,Bank Wire,1,18,2451.72,44416.36,1,3,0
CUST-0448,Umar Health,SMB,LATAM,Mexico,2023-11-19,One-Year,Credit Card,1,34,420.09,14367.46,2,1,0
CUST-0449,Patrick Health,Mid-Market,LATAM,Chile,2025-05-03,Month-to-Month,Bank Wire,0,16,854.99,13158.76,3,4,1
CUST-0450,Hassan Solutions,Enterprise,APAC,Singapore,2025-09-06,Month-to-Month,Bank Wire,1,12,1667.15,20400.03,1,4,0
CUST-0451,Xavier Technologies,SMB,North America,United States,2025-05-21,Month-to-Month,Credit Card,1,16,343.31,5362.83,3,5,1
CUST-0452,Liam Enterprises,Startup,EMEA,Netherlands,2024-01-19,One-Year,Credit Card,1,32,198.43,6411.65,3,3,0
CUST-0453,Zara Logistics,Enterprise,EMEA,Netherlands,2023-09-12,Two-Year,Credit Card,1,36,2553.61,94540.4,3,5,0
CUST-0454,Rania Dynamics,SMB,EMEA,Germany,2026-04-09,Month-to-Month,Bank Wire,1,5,386.46,2028.3,3,4,0
CUST-0455,Zara Media,Mid-Market,North America,Canada,2023-09-27,One-Year,Credit Card,1,36,911.44,31467.1,3,3,0
CUST-0456,Julian Dynamics,Mid-Market,LATAM,Mexico,2025-06-16,Month-to-Month,Automated ACH,1,15,1277.16,18973.41,4,5,1
CUST-0457,Alexander Health,SMB,North America,United States,2025-09-06,Month-to-Month,Automated ACH,1,12,500.11,6275.41,2,2,1
CUST-0458,Siddharth Systems,Startup,North America,Canada,2023-09-15,One-Year,Bank Wire,1,36,264.64,9789.6,4,3,1
CUST-0459,William Solutions,Mid-Market,APAC,Japan,2024-12-18,Month-to-Month,Credit Card,0,21,1115.02,23829.67,2,4,1
CUST-0460,Hassan Capital,Mid-Market,North America,Canada,2024-09-27,One-Year,Bank Wire,1,24,1115.27,26495.95,4,4,0
CUST-0461,Yuki Capital,Mid-Market,North America,United States,2025-09-11,Month-to-Month,Credit Card,1,12,888.61,10925.8,2,4,0
CUST-0462,Gabriella Solutions,SMB,APAC,Singapore,2024-11-18,Month-to-Month,Bank Wire,1,22,462.35,10292.33,3,3,1
CUST-0463,Evelyn Enterprises,SMB,North America,United States,2025-08-02,One-Year,Bank Wire,0,13,430.71,5855.67,3,4,0
CUST-0464,Patrick Capital,Startup,EMEA,Netherlands,2025-09-04,Two-Year,Credit Card,0,12,262.92,3286.29,2,3,1
CUST-0465,Ingrid Media,Enterprise,North America,United States,2025-08-28,Month-to-Month,Automated ACH,1,12,2440.93,28843.85,0,5,0
CUST-0466,William Logistics,SMB,EMEA,United Kingdom,2023-09-19,Month-to-Month,Bank Wire,1,36,321.31,11427.69,1,3,1
CUST-0467,Dmitri Capital,Enterprise,North America,Canada,2025-04-17,Month-to-Month,Credit Card,1,17,2761.74,46320.1,5,1,1
CUST-0468,Patrick Media,Mid-Market,North America,Canada,2023-09-21,Month-to-Month,Bank Wire,1,36,1326.09,48101.55,1,4,0
CUST-0469,Hassan Enterprises,SMB,EMEA,Germany,2025-11-09,Month-to-Month,Automated ACH,1,10,493.09,4917.58,3,4,1
CUST-0470,Alexander Logistics,Startup,North America,United States,2025-06-04,One-Year,Credit Card,1,15,171.78,2525.17,2,5,0
CUST-0471,Siddharth Systems,SMB,North America,United States,2025-08-22,Month-to-Month,Bank Wire,0,13,545.62,6806.71,3,5,1
CUST-0472,Yuki Capital,SMB,North America,Canada,2025-10-27,Month-to-Month,Bank Wire,1,10,517.61,5366.25,5,3,1
CUST-0473,Umar Ventures,Startup,EMEA,Germany,2023-09-24,Month-to-Month,Credit Card,1,36,158.86,5854.23,1,5,0
CUST-0474,Carlos Media,SMB,EMEA,Netherlands,2025-11-17,Two-Year,Credit Card,0,10,549.63,5453.33,3,4,0
CUST-0475,Umar Systems,Enterprise,North America,United States,2025-11-11,Month-to-Month,Bank Wire,1,10,2128.17,20786.84,1,3,1
CUST-0476,Vivienne Media,SMB,North America,Canada,2025-12-10,One-Year,Credit Card,1,9,313.33,2726.15,3,5,1
CUST-0477,Alexander Logistics,Startup,EMEA,France,2025-08-31,One-Year,Bank Wire,1,12,257.76,2968.02,2,4,0
CUST-0478,Patrick Dynamics,Mid-Market,North America,Canada,2026-04-18,Month-to-Month,Credit Card,1,5,1395.1,7276.56,1,4,1
CUST-0479,Mei Health,Mid-Market,North America,Canada,2025-08-19,Month-to-Month,Automated ACH,1,13,1528.68,20197.86,4,5,1
CUST-0480,Kavita Solutions,Mid-Market,EMEA,France,2023-11-28,Two-Year,Credit Card,1,34,1127.53,38710.12,1,4,0
CUST-0481,Vivienne Systems,Startup,North America,Canada,2025-12-06,One-Year,Automated ACH,1,9,304.11,2700.26,0,4,0
CUST-0482,Ingrid Logistics,Mid-Market,North America,United States,2023-09-09,Two-Year,Bank Wire,1,36,1185.83,40590.89,2,4,1
CUST-0483,Patrick Solutions,SMB,North America,Canada,2025-09-03,Month-to-Month,Bank Wire,1,12,663.32,7889.58,5,4,0
CUST-0484,Siddharth Media,SMB,North America,United States,2025-08-03,Month-to-Month,Bank Wire,1,13,417.35,5383.36,2,5,1
CUST-0485,Hassan Dynamics,Mid-Market,APAC,Australia,2024-09-04,One-Year,Bank Wire,1,24,979.74,22499.06,5,4,0
CUST-0486,Evelyn Health,SMB,North America,Canada,2023-09-25,One-Year,Credit Card,1,36,496.47,17251.21,4,5,0
CUST-0487,Siddharth Technologies,Mid-Market,North America,United States,2023-09-29,One-Year,Credit Card,1,36,1377.28,47850.1,2,4,0
CUST-0488,Patrick Ventures,SMB,North America,Canada,2025-12-06,Two-Year,Credit Card,1,9,432.98,3830.67,1,4,0
CUST-0489,Zara Logistics,Enterprise,North America,Canada,2025-07-09,Month-to-Month,Automated ACH,1,14,2631.15,36399.88,1,3,1
CUST-0490,Alexander Enterprises,Mid-Market,LATAM,Chile,2024-10-03,Two-Year,Bank Wire,0,23,954.56,21294.43,3,4,0
CUST-0491,Yuki Enterprises,Mid-Market,EMEA,Germany,2025-12-30,Two-Year,Automated ACH,1,8,1010.0,8264.42,1,4,0
CUST-0492,Yuki Dynamics,Mid-Market,EMEA,France,2026-03-12,Month-to-Month,Automated ACH,0,6,1123.68,6551.81,3,5,1
CUST-0493,Dmitri Ventures,Enterprise,EMEA,France,2026-05-25,Month-to-Month,Bank Wire,1,3,2656.82,7579.05,2,5,1
CUST-0494,Beatrice Systems,SMB,APAC,South Korea,2025-11-17,Month-to-Month,Bank Wire,1,10,408.27,3915.88,4,3,1
CUST-0495,Umar Capital,Enterprise,LATAM,Chile,2025-03-15,One-Year,Credit Card,1,18,2402.55,41627.76,2,5,0
CUST-0496,Hassan Capital,SMB,LATAM,Chile,2023-09-08,Two-Year,Credit Card,1,36,399.19,14195.18,3,2,0
CUST-0497,Yuki Logistics,Mid-Market,North America,United States,2026-04-06,One-Year,Credit Card,1,5,981.71,4941.29,5,5,1
CUST-0498,Siddharth Capital,Mid-Market,North America,Canada,2025-09-03,Two-Year,Credit Card,1,12,1184.03,13718.21,4,3,1
CUST-0499,Julian Health,Enterprise,EMEA,Netherlands,2023-09-13,One-Year,Credit Card,0,36,1969.61,71754.95,3,3,0
CUST-0500,Liam Systems,SMB,North America,United States,2025-12-04,One-Year,Bank Wire,1,9,471.35,4354.88,2,5,0
CUST-0501,Evelyn Systems,SMB,North America,Canada,2025-07-21,Month-to-Month,Credit Card,1,14,499.8,7303.54,4,5,1
CUST-0502,Feng Technologies,Enterprise,North America,Canada,2023-10-02,One-Year,Automated ACH,1,36,1616.2,58333.44,1,2,0
CUST-0503,Xavier Systems,Mid-Market,North America,Canada,2025-01-03,Month-to-Month,Automated ACH,1,20,1226.83,24515.51,1,4,1
CUST-0504,Carlos Solutions,Mid-Market,APAC,Japan,2023-11-09,Two-Year,Credit Card,1,34,1519.87,52752.67,2,5,0
CUST-0505,Umar Health,SMB,EMEA,United Kingdom,2024-10-25,Two-Year,Automated ACH,1,23,576.26,13552.42,2,3,0
CUST-0506,Siddharth Media,SMB,North America,United States,2025-07-19,One-Year,Credit Card,1,14,389.31,5595.47,3,4,0
CUST-0507,Tara Capital,Startup,EMEA,Netherlands,2026-01-15,One-Year,Credit Card,1,8,305.78,2484.78,0,3,0
CUST-0508,Siddharth Systems,Startup,North America,Canada,2023-09-16,Two-Year,Bank Wire,1,36,277.19,10242.47,0,5,0
CUST-0509,Nathan Capital,Mid-Market,EMEA,Germany,2026-02-02,Two-Year,Bank Wire,0,7,907.27,6317.55,1,5,0
CUST-0510,Mei Technologies,SMB,EMEA,France,2025-04-09,Month-to-Month,Automated ACH,1,17,486.52,8671.47,2,3,0
CUST-0511,Gabriella Capital,Startup,North America,Canada,2024-01-15,One-Year,Automated ACH,1,32,213.7,6522.29,4,2,0
CUST-0512,Liam Logistics,Startup,North America,Canada,2024-01-24,Month-to-Month,Automated ACH,1,32,297.45,9423.02,1,5,0
CUST-0513,Gabriella Enterprises,Enterprise,EMEA,Netherlands,2023-10-11,One-Year,Automated ACH,1,35,1416.62,50287.02,3,4,0
CUST-0514,Beatrice Systems,Startup,North America,United States,2025-09-12,Month-to-Month,Automated ACH,1,12,221.28,2753.03,5,4,1
CUST-0515,Zara Ventures,SMB,APAC,Japan,2024-06-09,Month-to-Month,Bank Wire,1,27,369.81,10024.74,1,4,0
CUST-0516,Evelyn Capital,Enterprise,EMEA,Germany,2025-05-04,One-Year,Bank Wire,1,16,2484.04,40122.74,2,4,0
CUST-0517,Rania Enterprises,SMB,North America,Canada,2024-10-23,Month-to-Month,Bank Wire,1,23,629.88,13834.32,1,4,1
CUST-0518,Mei Health,SMB,North America,Canada,2024-07-25,One-Year,Credit Card,1,26,475.3,12228.44,6,5,0
CUST-0519,Tara Ventures,Mid-Market,EMEA,Germany,2023-11-24,One-Year,Bank Wire,0,34,1087.19,35447.42,0,4,0
CUST-0520,William Media,Enterprise,North America,Canada,2023-09-22,One-Year,Bank Wire,1,36,2166.85,81810.61,2,4,0
CUST-0521,Umar Solutions,Enterprise,EMEA,Netherlands,2025-09-15,Month-to-Month,Bank Wire,1,12,2705.05,33605.69,2,4,0
CUST-0522,Dmitri Technologies,Startup,North America,United States,2023-09-24,Month-to-Month,Credit Card,1,36,297.58,10659.38,2,5,1
CUST-0523,Alexander Capital,Mid-Market,North America,United States,2025-03-10,One-Year,Credit Card,1,18,1310.9,24757.85,1,5,0
CUST-0524,Xavier Technologies,Mid-Market,North America,United States,2023-10-02,Month-to-Month,Automated ACH,1,36,955.53,32861.73,1,4,0
CUST-0525,Vivienne Technologies,SMB,North America,Canada,2024-12-05,Month-to-Month,Bank Wire,1,21,472.76,10308.6,3,2,1
CUST-0526,Mei Ventures,Startup,LATAM,Chile,2024-09-24,Two-Year,Credit Card,1,24,224.72,5171.09,3,4,0
CUST-0527,Gabriella Dynamics,Startup,LATAM,Chile,2023-10-03,Month-to-Month,Automated ACH,1,36,288.61,10379.5,2,3,0
CUST-0528,Yuki Logistics,Mid-Market,North America,Canada,2023-12-23,Month-to-Month,Automated ACH,1,33,1075.83,36609.68,0,3,1
CUST-0529,Vivienne Health,Startup,APAC,Japan,2026-01-12,Month-to-Month,Bank Wire,1,8,217.84,1679.5,1,4,0
CUST-0530,Yuki Media,Mid-Market,EMEA,Germany,2025-02-06,Month-to-Month,Automated ACH,0,19,1246.6,23281.05,2,5,1
CUST-0531,Siddharth Logistics,SMB,North America,United States,2023-12-11,One-Year,Automated ACH,1,33,441.37,14864.0,3,3,0
CUST-0532,Rania Logistics,SMB,North America,United States,2024-08-10,Two-Year,Bank Wire,1,25,448.2,11707.66,3,4,0
CUST-0533,Dmitri Logistics,SMB,North America,United States,2025-06-30,Month-to-Month,Automated ACH,0,14,334.89,4596.26,3,3,1
CUST-0534,Yuki Health,Enterprise,North America,United States,2025-09-17,Month-to-Month,Automated ACH,1,12,1899.16,23030.59,1,3,1
CUST-0535,Umar Ventures,SMB,EMEA,Germany,2026-03-10,Month-to-Month,Automated ACH,1,6,448.71,2785.45,1,5,0
CUST-0536,Patrick Capital,Mid-Market,North America,Canada,2025-02-20,Month-to-Month,Bank Wire,1,19,1035.31,20593.09,1,3,0
CUST-0537,Ingrid Media,SMB,North America,United States,2024-08-26,Month-to-Month,Automated ACH,1,25,489.29,12375.44,1,3,0
CUST-0538,Xavier Capital,Mid-Market,APAC,Singapore,2024-04-06,Month-to-Month,Credit Card,1,29,1018.34,28979.31,1,5,0
CUST-0539,Umar Systems,Mid-Market,EMEA,United Kingdom,2024-11-12,Month-to-Month,Automated ACH,0,22,973.43,20870.91,1,3,1
CUST-0540,Siddharth Media,SMB,LATAM,Brazil,2025-12-05,One-Year,Automated ACH,1,9,462.92,4141.1,1,5,0
CUST-0541,Julian Health,Mid-Market,EMEA,Netherlands,2024-12-25,One-Year,Automated ACH,1,21,1132.35,24126.77,0,3,0
CUST-0542,Carlos Dynamics,Mid-Market,North America,United States,2025-06-14,Month-to-Month,Bank Wire,1,15,1081.26,16563.77,3,3,0
CUST-0543,Gabriella Solutions,SMB,North America,Canada,2025-11-29,One-Year,Credit Card,1,9,417.61,3613.47,3,4,0
CUST-0544,Olga Capital,SMB,North America,Canada,2025-05-09,One-Year,Bank Wire,1,16,423.19,6462.22,4,3,0
CUST-0545,Feng Capital,Enterprise,EMEA,Germany,2025-12-17,Month-to-Month,Credit Card,1,9,2317.85,20463.29,2,3,1
CUST-0546,Zara Solutions,Enterprise,North America,United States,2025-09-18,Two-Year,Bank Wire,1,12,1794.1,20479.02,4,5,0
CUST-0547,Patrick Solutions,SMB,EMEA,United Kingdom,2025-02-09,Month-to-Month,Credit Card,1,19,423.44,7973.07,1,5,0
CUST-0548,Carlos Systems,Startup,EMEA,Germany,2025-05-17,One-Year,Credit Card,0,16,243.19,3715.52,1,3,0
CUST-0549,Evelyn Technologies,Enterprise,EMEA,United Kingdom,2025-03-25,One-Year,Automated ACH,1,18,1779.73,33381.85,2,4,0
CUST-0550,Beatrice Enterprises,Enterprise,North America,United States,2024-02-21,One-Year,Credit Card,1,31,1880.37,59966.23,3,3,0
CUST-0551,Feng Solutions,Startup,APAC,Australia,2026-02-17,One-Year,Bank Wire,0,7,292.75,2114.88,0,4,0
CUST-0552,Zara Media,Mid-Market,APAC,Japan,2026-03-17,Month-to-Month,Automated ACH,1,6,1061.14,6311.93,4,2,1
CUST-0553,Gabriella Ventures,SMB,EMEA,United Kingdom,2025-02-04,One-Year,Bank Wire,1,19,506.12,9717.04,3,4,0
CUST-0554,Xavier Health,Mid-Market,North America,Canada,2024-10-09,Two-Year,Bank Wire,1,23,1213.14,28076.98,3,5,0
CUST-0555,Rania Solutions,Startup,EMEA,Germany,2025-10-15,One-Year,Automated ACH,1,11,309.64,3243.91,2,2,1
CUST-0556,Vivienne Enterprises,SMB,APAC,Singapore,2023-09-20,Month-to-Month,Bank Wire,1,36,381.56,13925.04,4,5,0
CUST-0557,Alexander Ventures,SMB,EMEA,France,2025-01-16,Month-to-Month,Credit Card,1,20,421.94,8112.92,1,2,1
CUST-0558,Kavita Capital,SMB,North America,United States,2024-01-25,Month-to-Month,Bank Wire,1,32,353.82,11793.43,1,4,0
CUST-0559,Beatrice Logistics,Startup,EMEA,Netherlands,2023-09-16,Two-Year,Credit Card,1,36,252.7,9486.37,2,4,0
CUST-0560,Beatrice Dynamics,SMB,North America,Canada,2025-04-25,Month-to-Month,Credit Card,1,17,387.42,6841.7,3,5,1
CUST-0561,Liam Enterprises,SMB,LATAM,Mexico,2025-05-15,Two-Year,Credit Card,0,16,423.36,6821.84,1,4,0
CUST-0562,Mei Logistics,SMB,EMEA,France,2023-09-23,One-Year,Bank Wire,1,36,496.21,18537.1,1,4,0
CUST-0563,Liam Solutions,Mid-Market,APAC,Australia,2026-04-11,Month-to-Month,Bank Wire,1,5,1216.55,5901.54,3,4,1
CUST-0564,Carlos Solutions,Startup,EMEA,Netherlands,2025-07-20,Month-to-Month,Automated ACH,1,14,266.34,3737.57,3,5,0
CUST-0565,Zara Capital,SMB,North America,United States,2026-02-03,One-Year,Bank Wire,1,7,456.24,3180.7,2,4,0
CUST-0566,Xavier Dynamics,Startup,North America,Canada,2025-03-05,Two-Year,Automated ACH,1,18,362.57,6780.25,2,3,1
CUST-0567,Dmitri Dynamics,Enterprise,APAC,Australia,2024-05-06,Month-to-Month,Automated ACH,1,28,1898.92,51535.03,2,5,0
CUST-0568,Ingrid Dynamics,SMB,North America,Canada,2024-12-18,Month-to-Month,Bank Wire,1,21,516.41,10977.94,1,2,0
CUST-0569,Rania Enterprises,Mid-Market,North America,Canada,2025-04-17,Month-to-Month,Credit Card,1,17,1425.39,23613.3,1,4,0
CUST-0570,Carlos Health,Mid-Market,EMEA,France,2023-10-02,Month-to-Month,Credit Card,1,36,1174.66,40621.31,2,3,1
CUST-0571,Beatrice Enterprises,SMB,North America,United States,2025-07-06,One-Year,Credit Card,1,14,459.58,6341.23,1,3,1
CUST-0572,Kavita Ventures,Startup,EMEA,United Kingdom,2025-01-01,One-Year,Credit Card,1,20,223.94,4614.22,1,4,0
CUST-0573,Xavier Solutions,SMB,North America,Canada,2025-07-02,One-Year,Credit Card,0,14,349.94,4724.61,0,3,0
CUST-0574,Umar Health,Enterprise,LATAM,Mexico,2024-09-06,Month-to-Month,Automated ACH,1,24,2070.66,49633.75,4,3,1
CUST-0575,Carlos Solutions,Mid-Market,North America,Canada,2023-09-28,Month-to-Month,Bank Wire,1,36,909.21,32757.58,1,3,0
CUST-0576,Mei Enterprises,SMB,North America,United States,2024-09-10,Month-to-Month,Credit Card,1,24,512.04,11973.98,1,4,0
CUST-0577,Feng Solutions,Mid-Market,North America,Canada,2023-09-11,One-Year,Automated ACH,1,36,1371.27,50784.13,0,2,0
CUST-0578,Siddharth Ventures,SMB,North America,United States,2024-11-04,One-Year,Credit Card,1,22,507.49,11123.37,4,4,1
CUST-0579,Siddharth Enterprises,Mid-Market,APAC,Singapore,2023-12-20,Month-to-Month,Bank Wire,1,33,1251.21,42410.3,1,5,0
CUST-0580,Mei Capital,Enterprise,EMEA,United Kingdom,2026-03-17,Two-Year,Automated ACH,1,6,2142.62,12213.17,0,3,1
CUST-0581,Evelyn Logistics,Mid-Market,EMEA,France,2025-05-07,Month-to-Month,Bank Wire,0,16,1039.49,16298.76,3,4,0
CUST-0582,William Health,SMB,LATAM,Mexico,2025-06-13,Two-Year,Credit Card,1,15,456.46,6854.04,3,3,0
CUST-0583,Evelyn Health,Enterprise,North America,United States,2025-12-04,Two-Year,Bank Wire,0,9,2762.52,25771.86,1,5,0
CUST-0584,Hassan Media,SMB,EMEA,Netherlands,2023-12-10,Month-to-Month,Bank Wire,1,33,502.6,16855.3,0,5,0
CUST-0585,Patrick Logistics,SMB,North America,Canada,2025-11-10,Two-Year,Bank Wire,0,10,361.76,3679.12,5,4,0
CUST-0586,Evelyn Technologies,Enterprise,North America,United States,2024-09-12,One-Year,Automated ACH,1,24,2653.83,61381.31,2,3,0
CUST-0587,Nathan Solutions,SMB,APAC,South Korea,2025-03-12,One-Year,Credit Card,1,18,296.91,5267.05,2,5,0
CUST-0588,Feng Media,SMB,EMEA,Netherlands,2024-09-20,One-Year,Bank Wire,0,24,378.66,9157.23,3,5,0
CUST-0589,Beatrice Technologies,Enterprise,EMEA,France,2025-04-10,Two-Year,Bank Wire,1,17,2239.01,38163.69,5,4,0
CUST-0590,Zara Health,Mid-Market,EMEA,United Kingdom,2024-08-09,Month-to-Month,Credit Card,1,25,1176.9,30777.14,1,4,0
CUST-0591,Carlos Dynamics,SMB,APAC,Australia,2025-09-12,One-Year,Bank Wire,1,12,447.2,5584.31,2,4,1
CUST-0592,Tara Capital,Mid-Market,North America,Canada,2023-10-02,One-Year,Credit Card,1,36,731.33,27078.28,3,4,0
CUST-0593,Ingrid Technologies,SMB,EMEA,Germany,2023-09-12,Two-Year,Automated ACH,1,36,392.33,13822.78,1,4,0
CUST-0594,Carlos Logistics,Mid-Market,EMEA,France,2025-02-05,Month-to-Month,Automated ACH,1,19,836.82,15281.96,4,4,1
CUST-0595,Feng Systems,Mid-Market,APAC,South Korea,2025-11-16,Month-to-Month,Credit Card,1,10,1294.5,13332.54,0,4,0
CUST-0596,Beatrice Capital,SMB,LATAM,Brazil,2025-12-17,Two-Year,Automated ACH,1,9,437.05,3887.49,2,5,0
CUST-0597,William Solutions,Mid-Market,EMEA,Germany,2025-04-02,Two-Year,Bank Wire,1,17,1245.45,21849.18,4,2,1
CUST-0598,Beatrice Logistics,Mid-Market,EMEA,Netherlands,2024-03-08,Two-Year,Automated ACH,1,30,942.83,28803.96,1,4,0
CUST-0599,Mei Solutions,Enterprise,North America,Canada,2025-09-27,Month-to-Month,Credit Card,0,11,1754.08,19647.74,3,5,1
CUST-0600,Beatrice Enterprises,Mid-Market,LATAM,Chile,2024-10-14,One-Year,Credit Card,1,23,1036.55,23293.09,2,4,0
CUST-0601,Dmitri Health,Mid-Market,EMEA,Netherlands,2023-09-12,One-Year,Credit Card,1,36,1551.54,54151.43,3,2,0
CUST-0602,Kavita Logistics,SMB,North America,United States,2024-05-28,Month-to-Month,Bank Wire,1,28,472.4,13155.7,3,4,1
CUST-0603,Hassan Health,Enterprise,North America,United States,2025-09-20,Month-to-Month,Credit Card,0,12,1443.56,16832.18,3,3,1
CUST-0604,Umar Enterprises,Enterprise,EMEA,United Kingdom,2024-02-11,Month-to-Month,Credit Card,0,31,2265.06,70680.77,4,5,0
CUST-0605,Feng Enterprises,Mid-Market,EMEA,France,2024-09-06,Two-Year,Credit Card,0,24,1305.02,30620.1,1,2,0
CUST-0606,Nathan Capital,Mid-Market,North America,United States,2025-10-21,Month-to-Month,Bank Wire,1,11,951.43,10942.55,4,3,1
